SID,Collection_Date,Taxon_name,RelAbund
14153,2008/06/05,Semotilus corporalis,7.6666666666667
14153,2008/08/01,Ambloplites rupestris,10
14153,2008/08/01,Anguilla rostrata,74.6666666666667
14153,2008/08/01,Etheostoma olmstedi,4.6666666666667
14153,2008/08/01,Lepomis auritus,13.3333333333333
14153,2008/08/01,Lepomis macrochirus,18
14153,2008/08/01,Micropterus dolomieu,6
14153,2008/08/01,Semotilus corporalis,166.666666666667
14156,2006/07/19,Ameiurus nebulosus,0.9259259259259
14156,2006/07/19,Anguilla rostrata,19.4444444444444
14156,2006/07/19,Exoglossum maxillingua,25
14156,2006/07/19,Lepomis macrochirus,1.8518518518519
14157,2011/07/06,Ameiurus nebulosus,0.8695652173913
14157,2011/07/06,Exoglossum maxillingua,12.1739130434783
14157,2011/07/06,Lepomis macrochirus,0.8695652173913
14157,2015/07/09,Anguilla rostrata,4
14162,1993/06/21,Anguilla rostrata,88
14162,1993/06/21,Salvelinus fontinalis,6
14164,2001/07/18,Anguilla rostrata,70.6666666666667
14164,2001/07/18,Lepomis macrochirus,2.6666666666667
14164,2010/07/26,Anguilla rostrata,34.6666666666667
14165,2012/07/03,Anguilla rostrata,41.5384615384615
14165,2012/07/03,Micropterus dolomieu,3.0769230769231
14168,2011/07/26,Etheostoma olmstedi,0.5586592178771
14168,2011/07/26,Lepomis auritus,0.5586592178771
14168,2011/07/26,Lepomis macrochirus,3.3519553072626
14168,2011/07/26,Luxilus cornutus,2.2346368715084
14168,2011/07/26,Salmo trutta,18.4357541899441
14168,2011/07/26,Salvelinus fontinalis,1.1173184357542
14168,2015/06/18,Etheostoma olmstedi,0.6666666666667
14168,2015/06/18,Lepomis auritus,2
14168,2015/06/18,Luxilus cornutus,13.3333333333333
14168,2015/06/18,Salmo trutta,4.6666666666667
14169,2012/06/19,Etheostoma olmstedi,1.1173184357542
14169,2012/06/19,Lepomis auritus,0.5586592178771
14169,2012/06/19,Lepomis macrochirus,9.4972067039106
14169,2012/06/19,Salmo trutta,17.3184357541899
14169,2014/06/12,Ameiurus nebulosus,0.6666666666667
14169,2014/06/12,Lepomis auritus,0.6666666666667
14169,2014/06/12,Lepomis macrochirus,1.3333333333333
14169,2014/06/12,Luxilus cornutus,1.3333333333333
14169,2014/06/12,Salmo trutta,4
14174,2009/06/24,Anguilla rostrata,44
14174,2009/06/24,Etheostoma olmstedi,3.4285714285714
14174,2009/06/24,Lepomis auritus,5.7142857142857
14174,2009/06/24,Lepomis macrochirus,1.1428571428571
14174,2009/06/24,Luxilus cornutus,6.8571428571429
14174,2009/06/24,Semotilus corporalis,10.2857142857143
14174,2010/07/15,Anguilla rostrata,32.8
14174,2010/07/15,Etheostoma olmstedi,4
14174,2010/07/15,Lepomis auritus,3.2
14174,2010/07/15,Luxilus cornutus,5.6
14174,2010/07/15,Semotilus corporalis,19.2
14174,2012/07/11,Anguilla rostrata,50.6666666666667
14174,2012/07/11,Etheostoma olmstedi,4
14174,2012/07/11,Lepomis auritus,12.6666666666667
14174,2012/07/11,Lepomis macrochirus,6.6666666666667
14174,2012/07/11,Luxilus cornutus,6.6666666666667
14174,2012/07/11,Semotilus corporalis,84.6666666666667
14174,2014/07/10,Anguilla rostrata,69.620253164557
14174,2014/07/10,Etheostoma olmstedi,3.1645569620253
14174,2014/07/10,Lepomis auritus,12.0253164556962
14174,2014/07/10,Lepomis macrochirus,0.6329113924051
14174,2014/07/10,Luxilus cornutus,20.8860759493671
14174,2014/07/10,Semotilus corporalis,72.7848101265823
14179,1999/07/23,Etheostoma olmstedi,22.6666666666667
14179,1999/07/23,Exoglossum maxillingua,50
14179,1999/07/23,Luxilus cornutus,62
14179,1999/07/23,Semotilus corporalis,0.6666666666667
14179,2011/07/14,Etheostoma olmstedi,7.5
14179,2011/07/14,Exoglossum maxillingua,65
14179,2011/07/14,Lepomis macrochirus,0.625
14179,2011/07/14,Luxilus cornutus,97.5
14179,2016/06/22,Etheostoma olmstedi,14.9532710280374
14179,2016/06/22,Exoglossum maxillingua,107.476635514019
14179,2016/06/22,Luxilus cornutus,15.8878504672897
14179,2016/06/22,Semotilus corporalis,0.9345794392523
14183,1992/07/30,Etheostoma olmstedi,17.1428571428571
14183,1992/07/30,Exoglossum maxillingua,3.4285714285714
14183,1992/07/30,Lepomis macrochirus,13.7142857142857
14183,1992/07/30,Luxilus cornutus,31.4285714285714
14183,1992/07/30,Salmo trutta,14.8571428571429
14183,1992/07/30,Semotilus corporalis,45.1428571428571
14183,2006/08/30,Etheostoma olmstedi,2.8571428571429
14183,2006/08/30,Exoglossum maxillingua,2.8571428571429
14183,2006/08/30,Lepomis macrochirus,2.8571428571429
14183,2011/06/15,Etheostoma olmstedi,4.1095890410959
14183,2011/06/15,Lepomis macrochirus,37.6712328767123
14184,2015/06/24,Etheostoma olmstedi,20.1754385964912
14184,2015/06/24,Salmo trutta,30.7017543859649
14184,2015/06/24,Salvelinus fontinalis,1.7543859649123
14186,1991/07/15,Anguilla rostrata,12
14186,1991/07/15,Etheostoma olmstedi,9.3333333333333
14186,1991/07/15,Lepomis auritus,2.6666666666667
14186,1991/07/15,Lepomis macrochirus,15.3333333333333
14186,1991/07/15,Luxilus cornutus,2.6666666666667
14186,1991/07/15,Micropterus dolomieu,1.3333333333333
14186,1991/07/15,Salmo trutta,27.3333333333333
14186,1991/07/15,Salvelinus fontinalis,0.6666666666667
14186,2016/07/15,Anguilla rostrata,9.0909090909091
14186,2016/07/15,Exoglossum maxillingua,0.9090909090909
14186,2016/07/15,Lepomis auritus,0.9090909090909
14186,2016/07/15,Luxilus cornutus,2.7272727272727
14187,1989/07/12,Ameiurus nebulosus,0.6666666666667
14187,1989/07/12,Anguilla rostrata,43.3333333333333
14187,1989/07/12,Etheostoma olmstedi,29.3333333333333
14187,1989/07/12,Lepomis macrochirus,14.6666666666667
14187,1989/07/12,Luxilus cornutus,15.3333333333333
14187,1989/07/12,Salmo trutta,0.6666666666667
14187,1989/07/12,Semotilus corporalis,3.3333333333333
14187,2009/06/24,Anguilla rostrata,10.625
14187,2009/06/24,Etheostoma olmstedi,1.875
14187,2009/06/24,Lepomis auritus,0.625
14187,2009/06/24,Lepomis macrochirus,0.625
14187,2009/06/24,Luxilus cornutus,18.125
14187,2009/06/24,Salvelinus fontinalis,4.375
14187,2009/06/24,Semotilus corporalis,3.75
14187,2012/07/11,Anguilla rostrata,89.9280575539568
14187,2012/07/11,Etheostoma olmstedi,10.7913669064748
14187,2012/07/11,Lepomis auritus,3.5971223021583
14187,2012/07/11,Luxilus cornutus,109.352517985612
14187,2012/07/11,Semotilus corporalis,66.1870503597122
14192,1999/09/04,Lepomis macrochirus,1
14193,2011/07/29,Anguilla rostrata,2
14193,2011/07/29,Etheostoma olmstedi,3.3333333333333
14193,2011/07/29,Salmo trutta,89.3333333333333
14193,2012/07/25,Anguilla rostrata,4
14193,2012/07/25,Etheostoma olmstedi,2
14193,2012/07/25,Salmo trutta,232
14194,1990/08/23,Anguilla rostrata,31.3333333333333
14194,1990/08/23,Etheostoma olmstedi,70.6666666666667
14194,1990/08/23,Lepomis macrochirus,0.6666666666667
14194,1990/08/23,Luxilus cornutus,68
14194,1990/08/23,Salmo trutta,34
14194,1999/06/22,Anguilla rostrata,37.3333333333333
14194,1999/06/22,Salmo trutta,41.3333333333333
14195,2006/07/19,Anguilla rostrata,60.4938271604938
14195,2006/07/19,Etheostoma olmstedi,14.1975308641975
14195,2006/07/19,Exoglossum maxillingua,0.6172839506173
14195,2006/07/19,Lepomis auritus,1.8518518518519
14195,2006/07/19,Lepomis macrochirus,3.0864197530864
14195,2006/07/19,Salmo trutta,2.4691358024691
14195,2006/07/19,Semotilus corporalis,7.4074074074074
14195,2011/07/18,Anguilla rostrata,58.7878787878788
14195,2011/07/18,Etheostoma olmstedi,16.969696969697
14195,2011/07/18,Exoglossum maxillingua,21.2121212121212
14195,2011/07/18,Lepomis auritus,0.6060606060606
14195,2011/07/18,Salmo trutta,0.6060606060606
14195,2011/07/18,Semotilus corporalis,3.6363636363636
14195,2013/06/27,Anguilla rostrata,40.4109589041096
14195,2013/06/27,Etheostoma olmstedi,0.6849315068493
14195,2013/06/27,Exoglossum maxillingua,8.2191780821918
14195,2013/06/27,Lepomis auritus,0.6849315068493
14195,2013/06/27,Lepomis macrochirus,0.6849315068493
14195,2016/06/15,Anguilla rostrata,37
14195,2016/06/15,Etheostoma olmstedi,5
14195,2016/06/15,Exoglossum maxillingua,19
14195,2016/06/15,Lepomis macrochirus,1
14195,2016/06/15,Salmo trutta,4
14197,2010/06/07,Anguilla rostrata,0.3333333333333
14197,2010/06/07,Etheostoma olmstedi,4.3333333333333
14197,2010/06/07,Micropterus dolomieu,1.6666666666667
14197,2010/06/07,Salmo trutta,0.6666666666667
14197,2010/06/07,Semotilus corporalis,0.3333333333333
14197,2010/07/19,Anguilla rostrata,4.5714285714286
14197,2010/07/19,Etheostoma olmstedi,44.5714285714286
14197,2010/07/19,Micropterus dolomieu,4.5714285714286
14197,2010/07/19,Salmo trutta,2.8571428571429
14197,2010/07/19,Semotilus corporalis,104.571428571429
14197,2012/07/26,Ambloplites rupestris,1.3333333333333
14197,2012/07/26,Anguilla rostrata,1.6666666666667
14197,2012/07/26,Etheostoma olmstedi,26.6666666666667
14197,2012/07/26,Micropterus dolomieu,7.6666666666667
14197,2012/07/26,Semotilus corporalis,4
14199,1994/07/13,Anguilla rostrata,1.3333333333333
14199,1994/07/13,Lepomis auritus,22
14199,1994/07/13,Lepomis macrochirus,2
14199,1994/07/13,Luxilus cornutus,78
14199,1994/07/13,Salmo trutta,1.3333333333333
14199,1994/07/13,Semotilus corporalis,75.3333333333333
14199,2009/07/22,Lepomis auritus,0.8
14199,2009/07/22,Lepomis macrochirus,2.4
14199,2009/07/22,Salvelinus fontinalis,1.6
14199,2009/07/22,Semotilus corporalis,17.6
14199,2014/06/12,Lepomis auritus,3.5460992907801
14199,2014/06/12,Salvelinus fontinalis,2.1276595744681
14199,2014/06/12,Semotilus corporalis,2.1276595744681
14201,1999/07/08,Ameiurus nebulosus,3
14201,1999/07/08,Anguilla rostrata,12
14202,1999/07/26,Ameiurus nebulosus,0.6666666666667
14202,1999/07/26,Anguilla rostrata,4
14202,1999/07/26,Lepomis macrochirus,0.6666666666667
14202,2003/06/26,Ameiurus nebulosus,2.7272727272727
14202,2003/06/26,Anguilla rostrata,1.8181818181818
14202,2011/06/29,Anguilla rostrata,13.3333333333333
14202,2011/06/29,Lepomis macrochirus,3.3333333333333
14206,2009/08/24,Anguilla rostrata,5
14206,2009/08/24,Lepomis macrochirus,7.7777777777778
14206,2009/08/24,Luxilus cornutus,0.5555555555556
14206,2009/08/24,Micropterus dolomieu,0.5555555555556
14206,2009/08/24,Semotilus corporalis,15
14206,2011/08/26,Ameiurus natalis,1
14206,2011/08/26,Anguilla rostrata,2.6666666666667
14206,2011/08/26,Lepomis macrochirus,12.6666666666667
14206,2011/08/26,Luxilus cornutus,1
14206,2011/08/26,Micropterus dolomieu,3
14206,2011/08/26,Semotilus corporalis,13
14207,1994/07/26,Ameiurus natalis,13.3333333333333
14207,1994/07/26,Anguilla rostrata,29.3333333333333
14207,1994/07/26,Lepomis auritus,1.3333333333333
14207,1994/07/26,Lepomis macrochirus,31.3333333333333
14207,1994/07/26,Luxilus cornutus,4.6666666666667
14207,1994/07/26,Micropterus dolomieu,27.3333333333333
14207,1994/07/26,Semotilus corporalis,29.3333333333333
14209,2006/06/16,Salmo trutta,2.8571428571429
14209,2006/06/16,Salvelinus fontinalis,4.2857142857143
14209,2006/07/26,Salmo trutta,8
14209,2006/07/26,Salvelinus fontinalis,12
14209,2011/06/16,Lepomis macrochirus,0.7407407407407
14209,2011/06/16,Salmo trutta,0.7407407407407
14209,2011/08/24,Etheostoma olmstedi,5.9259259259259
14209,2011/08/24,Micropterus dolomieu,1.4814814814815
14209,2011/08/24,Salmo trutta,3.7037037037037
14209,2014/06/08,Salmo trutta,3.0674846625767
14209,2016/07/20,Lepomis macrochirus,2.4
14209,2016/07/20,Salmo trutta,17.6
14209,2016/07/20,Salvelinus fontinalis,0.8
14212,2014/07/16,Anguilla rostrata,4.6875
14212,2014/07/16,Lepomis macrochirus,10.9375
14212,2014/07/16,Salmo trutta,32.8125
14212,2014/07/16,Salvelinus fontinalis,4.6875
14214,1994/06/16,Ameiurus nebulosus,4.6666666666667
14214,1994/06/16,Salvelinus fontinalis,0.6666666666667
14214,1994/06/16,Semotilus corporalis,89.3333333333333
14214,2009/06/01,Semotilus corporalis,12.6582278481013
14214,2010/07/21,Semotilus corporalis,302
14214,2014/08/26,Micropterus dolomieu,1
14214,2014/08/26,Semotilus corporalis,157
14215,2009/06/01,Lepomis macrochirus,38
14215,2009/06/01,Semotilus corporalis,26
14217,2011/07/12,Exoglossum maxillingua,4.7619047619048
14217,2011/07/12,Lepomis macrochirus,0.952380952381
14217,2011/07/12,Luxilus cornutus,1.9047619047619
14217,2011/07/12,Salmo trutta,0.952380952381
14221,2007/07/09,Anguilla rostrata,1.3333333333333
14221,2007/07/09,Anguilla rostrata,44.6666666666667
14221,2007/07/09,Anguilla rostrata,0.6666666666667
14221,2007/07/09,Lepomis macrochirus,6
14221,2007/07/09,Semotilus corporalis,14.6666666666667
14221,2009/06/17,Anguilla rostrata,26
14221,2009/06/17,Lepomis macrochirus,3.3333333333333
14221,2009/06/17,Salmo trutta,2.6666666666667
14221,2009/06/17,Salvelinus fontinalis,0.6666666666667
14221,2009/06/17,Semotilus corporalis,50.6666666666667
14221,2011/06/30,Anguilla rostrata,44.6666666666667
14221,2011/06/30,Lepomis macrochirus,0.6666666666667
14221,2011/06/30,Semotilus corporalis,11.3333333333333
14221,2013/07/30,Ameiurus nebulosus,2.0689655172414
14221,2013/07/30,Anguilla rostrata,71.7241379310345
14221,2013/07/30,Lepomis macrochirus,28.2758620689655
14221,2013/07/30,Salmo trutta,1.3793103448276
14221,2013/07/30,Semotilus corporalis,27.5862068965517
14223,2006/06/12,Anguilla rostrata,0.7142857142857
14223,2006/06/12,Etheostoma olmstedi,1.7857142857143
14223,2006/06/12,Lepomis auritus,0.3571428571429
14223,2011/07/08,Ameiurus nebulosus,0.6756756756757
14223,2011/07/08,Anguilla rostrata,7.4324324324324
14223,2011/07/08,Etheostoma olmstedi,5.4054054054054
14223,2011/07/08,Lepomis macrochirus,14.1891891891892
14223,2011/07/08,Semotilus corporalis,2.7027027027027
14226,1999/06/22,Anguilla rostrata,5.1724137931035
14226,1999/06/22,Etheostoma olmstedi,8.6206896551724
14226,2007/06/14,Ameiurus nebulosus,1.5706806282723
14226,2007/06/14,Anguilla rostrata,9.9476439790576
14226,2007/06/14,Etheostoma olmstedi,3.6649214659686
14226,2007/06/14,Etheostoma olmstedi,19.3717277486911
14226,2007/06/14,Lepomis macrochirus,4.1884816753927
14226,2007/06/14,Salmo trutta,1.0471204188482
14226,2007/06/14,Salvelinus fontinalis,0.5235602094241
14226,2007/06/14,Semotilus corporalis,0.5235602094241
14226,2011/07/05,Ameiurus natalis,0.8130081300813
14226,2011/07/05,Anguilla rostrata,22.7642276422764
14226,2011/07/05,Etheostoma olmstedi,67.479674796748
14226,2011/07/05,Lepomis macrochirus,4.8780487804878
14226,2011/07/05,Salmo trutta,1.6260162601626
14226,2011/07/05,Salvelinus fontinalis,0.8130081300813
14226,2013/06/26,Anguilla rostrata,20.3883495145631
14226,2013/06/26,Etheostoma olmstedi,11.6504854368932
14226,2013/06/26,Lepomis macrochirus,16.504854368932
14226,2013/06/26,Salmo trutta,3.8834951456311
14226,2013/06/26,Semotilus corporalis,3.8834951456311
14227,1991/09/17,Salvelinus fontinalis,72
14227,2011/06/24,Lepomis macrochirus,2.6666666666667
14227,2011/06/24,Salvelinus fontinalis,5.3333333333333
14229,2011/08/25,Ameiurus nebulosus,0.9615384615385
14229,2011/08/25,Anguilla rostrata,0.9615384615385
14229,2011/08/25,Etheostoma olmstedi,1.9230769230769
14229,2011/08/25,Lepomis macrochirus,2.8846153846154
14229,2011/08/25,Luxilus cornutus,1.9230769230769
14229,2011/08/25,Salmo trutta,3.8461538461539
14229,2011/08/25,Semotilus corporalis,14.4230769230769
14230,2006/07/26,Salmo trutta,5.3846153846154
14230,2006/07/26,Salvelinus fontinalis,2.3076923076923
14235,2008/07/10,Anguilla rostrata,3.6666666666667
14235,2008/07/10,Etheostoma olmstedi,20.3333333333333
14235,2008/07/10,Lepomis auritus,3
14235,2008/07/10,Lepomis macrochirus,0.3333333333333
14238,2003/07/29,Anguilla rostrata,9.3333333333333
14238,2003/07/29,Etheostoma olmstedi,20.6666666666667
14238,2003/07/29,Salmo trutta,0.6666666666667
14238,2003/07/29,Salvelinus fontinalis,1.3333333333333
14238,2011/07/25,Anguilla rostrata,6.6666666666667
14238,2011/07/25,Etheostoma olmstedi,18
14238,2011/07/25,Lepomis macrochirus,2.6666666666667
14238,2011/07/25,Salmo trutta,4.6666666666667
14238,2011/07/25,Salvelinus fontinalis,0.6666666666667
14238,2011/07/25,Semotilus corporalis,2
14241,2003/07/29,Ambloplites rupestris,3.3333333333333
14241,2003/07/29,Ameiurus nebulosus,2.6666666666667
14241,2003/07/29,Anguilla rostrata,11.3333333333333
14241,2003/07/29,Etheostoma olmstedi,16
14241,2003/07/29,Semotilus corporalis,0.6666666666667
14241,2008/07/30,Ambloplites rupestris,4
14241,2008/07/30,Anguilla rostrata,6
14241,2008/07/30,Etheostoma olmstedi,11
14241,2008/07/30,Lepomis macrochirus,1
14241,2008/07/30,Semotilus corporalis,4
14241,2012/07/19,Ambloplites rupestris,4.2735042735043
14241,2012/07/19,Anguilla rostrata,23.9316239316239
14241,2012/07/19,Etheostoma olmstedi,41.8803418803419
14241,2012/07/19,Salmo trutta,2.5641025641026
14241,2012/07/19,Semotilus corporalis,22.2222222222222
14242,1989/08/31,Ameiurus nebulosus,0.6666666666667
14242,1989/08/31,Anguilla rostrata,5.3333333333333
14242,1989/08/31,Etheostoma olmstedi,11.3333333333333
14242,1989/08/31,Lepomis macrochirus,2
14242,1989/08/31,Luxilus cornutus,11.3333333333333
14242,1989/08/31,Semotilus corporalis,56
14242,2008/07/30,Ambloplites rupestris,2
14242,2008/07/30,Anguilla rostrata,12
14242,2008/07/30,Etheostoma olmstedi,7.3333333333333
14242,2008/07/30,Lepomis macrochirus,1.3333333333333
14242,2008/07/30,Luxilus cornutus,0.6666666666667
14242,2008/07/30,Micropterus dolomieu,6
14242,2008/07/30,Semotilus corporalis,40
14242,2011/07/25,Ambloplites rupestris,2
14242,2011/07/25,Anguilla rostrata,11.3333333333333
14242,2011/07/25,Etheostoma olmstedi,12
14242,2011/07/25,Micropterus dolomieu,1.3333333333333
14242,2011/07/25,Salmo trutta,5.3333333333333
14242,2011/07/25,Semotilus corporalis,54.6666666666667
14244,2011/07/26,Anguilla rostrata,2.5316455696203
14244,2011/07/26,Etheostoma olmstedi,13.9240506329114
14244,2011/07/26,Lepomis macrochirus,1.2658227848101
14244,2011/07/26,Luxilus cornutus,8.2278481012658
14244,2011/07/26,Salmo trutta,1.8987341772152
14247,2006/07/24,Ambloplites rupestris,5.625
14247,2006/07/24,Lepomis macrochirus,3.125
14247,2006/07/24,Luxilus cornutus,23.75
14247,2006/07/24,Micropterus dolomieu,1.25
14247,2006/07/24,Salmo trutta,0.625
14247,2006/07/24,Salvelinus fontinalis,1.25
14247,2006/07/24,Semotilus corporalis,12.5
14248,2006/07/26,Ameiurus natalis,0.5586592178771
14248,2006/07/26,Ameiurus nebulosus,0.5586592178771
14248,2006/07/26,Anguilla rostrata,3.9106145251397
14248,2006/07/26,Etheostoma olmstedi,2.2346368715084
14248,2006/07/26,Lepomis auritus,3.3519553072626
14248,2006/07/26,Lepomis macrochirus,2.7932960893855
14248,2006/07/26,Luxilus cornutus,0.5586592178771
14248,2011/06/16,Ambloplites rupestris,0.9090909090909
14248,2011/06/16,Anguilla rostrata,5.4545454545455
14248,2011/06/16,Etheostoma olmstedi,4.5454545454546
14248,2011/06/16,Lepomis auritus,13.6363636363636
14248,2011/06/16,Lepomis macrochirus,34.5454545454545
14248,2011/06/16,Luxilus cornutus,13.6363636363636
14249,2011/08/12,Anguilla rostrata,7.1428571428571
14249,2011/08/12,Etheostoma olmstedi,11.4285714285714
14249,2011/08/12,Salmo trutta,2.8571428571429
14249,2011/08/12,Salvelinus fontinalis,1.4285714285714
14250,2008/06/09,Ameiurus nebulosus,0.625
14250,2008/06/09,Anguilla rostrata,1.25
14250,2008/06/09,Etheostoma olmstedi,5.625
14250,2008/06/09,Salmo trutta,2.5
14250,2008/06/09,Salvelinus fontinalis,2.5
14252,1992/08/03,Ambloplites rupestris,2.3333333333333
14252,1992/08/03,Micropterus dolomieu,129.666666666667
14252,1992/08/03,Salmo trutta,17
14252,1992/08/03,Semotilus corporalis,26
14252,2008/09/02,Ambloplites rupestris,0.2352941176471
14252,2008/09/02,Etheostoma olmstedi,0.9411764705882
14252,2008/09/02,Lepomis auritus,0.2352941176471
14252,2008/09/02,Micropterus dolomieu,14.3529411764706
14252,2008/09/02,Semotilus corporalis,5.6470588235294
14252,2011/08/08,Ambloplites rupestris,0.7058823529412
14252,2011/08/08,Etheostoma olmstedi,3.2941176470588
14252,2011/08/08,Micropterus dolomieu,51.2941176470588
14252,2011/08/08,Salmo trutta,0.2352941176471
14252,2011/08/08,Semotilus corporalis,31.2941176470588
14256,2001/07/09,Anguilla rostrata,4
14256,2001/07/09,Etheostoma olmstedi,6
14256,2001/07/09,Salvelinus fontinalis,48
14257,2001/07/09,Anguilla rostrata,5
14257,2001/07/09,Salmo trutta,4
14257,2001/07/09,Salvelinus fontinalis,59.5744680851064
14257,2001/07/09,Salvelinus fontinalis,103
14260,2009/07/20,Anguilla rostrata,11.864406779661
14260,2009/07/20,Etheostoma olmstedi,1.6949152542373
14260,2009/07/20,Lepomis macrochirus,0.8474576271186
14260,2009/07/20,Luxilus cornutus,12.7118644067797
14260,2009/07/20,Semotilus corporalis,0.8474576271186
14260,2012/07/02,Anguilla rostrata,47.0588235294118
14260,2012/07/02,Etheostoma olmstedi,6.4705882352941
14260,2012/07/02,Lepomis macrochirus,2.9411764705882
14260,2012/07/02,Luxilus cornutus,47.6470588235294
14260,2012/07/02,Semotilus corporalis,14.7058823529412
14263,2001/07/18,Salvelinus fontinalis,1.3698630136986
